Worker_ID,Age,Industry,Job_Role,Years_Experience,AI_Tools_Used_Daily,AI_Hours_Per_Day,AI_Adoption_Level,Perceived_Usefulness,Skill_Anxiety_Score,Work_Hours_Per_Week,Meetings_Per_Week,Deep_Work_Hours,Interruptions_Per_Day,Sleep_Hours_Per_Night,Physical_Activity_Days,Stress_Level,Job_Satisfaction,Cognitive_Load_Score,Remote_Work_Ratio,Productivity_Score,Burnout_Label
3499,25,Technology,Product Manager,6.1,4,3.2,2,9,4,52.4,14,1.8,17,5.2,4,7,6,5,0.69,64.0,No Risk
3500,26,Education,Researcher,2.9,2,0.1,0,3,6,43.1,11,1.5,15,5.9,1,5,2,5,0.05,47.0,At Risk
3501,37,Finance,Accountant,12.4,0,0.4,0,4,1,39.7,10,4.8,11,5.3,2,4,7,1,0.79,66.3,No Risk
3502,52,Legal,Legal Analyst,31.5,1,0.1,0,3,5,48.5,5,4.2,9,6.5,3,7,4,1,0.71,63.5,No Risk
3503,28,Creative,Copywriter,8.6,0,0.5,0,3,4,49.3,5,2.8,15,7.1,1,6,4,3,0.45,60.8,No Risk
3504,33,Technology,Product Manager,14.9,4,3.5,1,4,5,59.0,18,0.9,12,6.1,1,7,3,7,0.39,51.9,At Risk
3505,44,Legal,Paralegal,20.7,6,5.7,3,10,4,34.6,12,4.4,17,6.3,3,7,9,4,0.43,76.1,No Risk
3506,35,Healthcare,Health Admin,11.6,3,1.5,1,9,6,37.4,5,3.5,11,7.4,6,5,5,3,0.12,76.6,No Risk
3507,32,Creative,Art Director,7.0,4,3.3,2,10,6,41.0,6,5.3,16,7.0,4,2,8,5,0.4,88.6,No Risk
3508,40,Finance,Risk Manager,15.8,4,3.2,2,10,7,66.2,7,2.2,11,6.0,0,9,3,2,0.92,69.5,At Risk
3509,37,Legal,Legal Analyst,14.7,4,3.1,2,7,1,59.1,7,3.1,9,7.9,3,6,2,7,0.96,69.2,At Risk
3510,43,Technology,Software Engineer,16.8,2,0.1,0,4,5,46.2,14,2.9,20,7.2,5,7,2,2,0.58,49.5,No Risk
3511,45,Finance,Risk Manager,26.7,8,6.4,3,8,1,47.8,7,4.3,14,6.0,2,5,8,5,0.64,67.1,No Risk
3512,37,Technology,Data Scientist,11.9,6,4.8,3,10,4,52.0,8,2.6,9,4.7,3,4,9,3,0.59,74.2,No Risk
3513,37,Creative,Copywriter,16.9,1,0.4,0,4,5,53.4,5,3.4,12,6.0,3,6,4,2,0.4,62.3,No Risk
3514,37,Legal,Lawyer,17.5,4,3.5,2,5,3,45.0,11,3.1,11,6.7,3,4,8,3,0.87,81.6,No Risk
3515,39,Legal,Lawyer,19.2,0,1.1,0,4,5,46.2,11,1.0,12,5.5,3,2,4,1,0.66,54.8,No Risk
3516,35,Creative,Art Director,12.3,0,1.3,0,3,4,41.3,14,3.8,16,4.6,4,5,5,3,0.2,57.6,No Risk
3517,35,Technology,Software Engineer,13.4,3,4.2,1,7,7,34.3,6,0.6,13,6.1,1,6,5,6,0.63,40.1,At Risk
3518,45,Finance,Portfolio Manager,22.9,7,4.7,3,10,3,34.2,7,3.0,17,7.2,1,5,10,3,0.64,71.8,No Risk
3519,47,Technology,QA Engineer,21.7,5,3.3,2,9,4,41.5,12,4.0,22,9.0,6,3,8,3,0.61,82.0,No Risk
3520,23,Technology,Data Scientist,0.0,5,3.3,2,9,10,44.0,8,4.2,10,5.0,7,5,9,5,0.54,73.9,No Risk
3521,35,Technology,DevOps Engineer,14.6,4,3.5,2,5,5,50.5,2,3.6,15,6.4,2,5,7,4,0.39,68.8,No Risk
3522,29,Finance,Compliance Officer,9.9,4,4.3,2,7,2,49.1,9,1.4,10,4.7,2,5,6,6,0.51,64.1,No Risk
3523,33,Technology,DevOps Engineer,8.4,3,1.7,1,5,6,34.4,8,1.8,16,7.2,1,5,6,4,0.91,59.0,No Risk
3524,38,Technology,DevOps Engineer,12.6,7,5.7,3,10,3,48.6,12,1.9,13,5.3,1,7,6,5,0.39,54.4,No Risk
3525,40,Technology,Data Scientist,14.0,6,3.2,2,10,3,42.6,15,0.5,22,5.8,4,5,7,5,0.79,72.3,No Risk
3526,34,Technology,DevOps Engineer,11.4,4,4.0,2,8,5,45.0,8,5.2,11,8.4,3,5,6,2,0.9,78.0,No Risk
3527,22,Creative,Copywriter,1.1,4,4.3,2,9,7,47.6,8,5.7,6,4.8,1,7,9,4,0.22,81.3,No Risk
3528,27,Education,Curriculum Designer,1.8,7,6.0,3,7,7,58.7,9,2.6,13,7.2,1,8,6,7,0.1,53.1,At Risk
3529,42,Creative,Art Director,19.1,5,3.6,2,9,5,43.3,7,1.1,8,5.8,3,2,10,3,0.09,69.2,No Risk
3530,22,Finance,Accountant,1.2,5,1.8,1,5,7,58.9,9,3.1,14,5.2,2,8,3,4,0.63,37.6,At Risk
3531,44,Technology,Product Manager,21.1,5,4.2,2,10,4,36.6,10,3.2,16,6.4,4,9,7,3,0.71,73.8,No Risk
3532,39,Education,Professor,13.3,2,1.8,1,6,4,38.5,8,4.1,15,6.2,3,3,8,2,0.41,69.4,No Risk
3533,46,Finance,Financial Analyst,22.9,7,4.6,3,8,3,47.7,14,3.3,12,6.2,3,5,5,2,0.63,76.3,No Risk
3534,33,Finance,Financial Analyst,12.2,7,4.4,2,5,5,37.6,8,3.5,16,7.2,4,6,6,4,0.77,69.7,No Risk
3535,22,Technology,Product Manager,0.4,1,0.4,0,4,9,33.4,16,0.6,12,7.0,1,9,6,3,0.53,41.9,At Risk
3536,38,Technology,Data Scientist,15.1,5,3.7,2,7,5,47.6,7,3.2,13,6.1,0,9,3,4,0.79,55.5,At Risk
3537,45,Technology,Software Engineer,25.9,4,3.5,1,8,5,34.9,8,4.3,18,5.9,3,6,6,3,0.61,70.5,No Risk
3538,42,Finance,Financial Analyst,20.5,6,3.1,2,9,2,39.3,8,5.3,13,7.7,2,2,5,4,0.76,75.0,No Risk
3539,30,Education,Professor,7.5,3,2.2,1,6,4,44.8,19,2.1,18,5.5,0,5,5,2,0.34,60.9,No Risk
3540,36,Technology,Data Scientist,17.0,0,0.7,0,5,4,57.6,7,3.3,10,7.5,2,10,3,2,0.47,58.7,At Risk
3541,31,Technology,Product Manager,7.9,0,1.6,0,7,5,42.5,12,2.0,11,6.4,1,5,7,4,0.59,59.6,No Risk
3542,28,Legal,Compliance Manager,3.0,3,1.8,1,4,5,46.5,13,3.1,12,6.5,1,7,5,3,0.63,61.3,No Risk
3543,43,Technology,Data Scientist,16.8,5,1.9,1,5,6,36.3,8,1.1,18,7.6,0,3,3,4,0.55,42.3,No Risk
3544,25,Finance,Accountant,4.0,7,5.1,3,10,6,40.1,5,4.9,10,6.5,2,5,10,4,0.77,70.3,No Risk
3545,28,Legal,Legal Analyst,4.7,3,1.6,1,4,4,27.2,8,5.2,10,6.2,5,4,4,2,0.84,71.1,No Risk
3546,26,Technology,Data Scientist,6.0,2,0.5,0,5,4,36.1,10,2.3,15,7.4,4,6,5,1,0.69,62.6,No Risk
3547,23,Technology,DevOps Engineer,0.0,6,5.0,3,10,10,54.6,5,4.3,10,7.9,2,8,4,6,0.57,84.7,At Risk
3548,36,Healthcare,Health Admin,13.1,7,4.7,3,10,6,43.9,6,2.5,7,5.9,2,5,7,2,0.34,76.0,No Risk
3549,44,Finance,Compliance Officer,20.4,7,4.4,2,9,7,48.2,8,4.9,13,7.4,5,7,5,5,0.5,80.6,At Risk
3550,34,Healthcare,Physician,9.2,2,2.0,1,5,4,47.3,9,2.5,12,6.0,1,5,4,5,0.06,65.2,No Risk
3551,23,Legal,Legal Analyst,2.3,8,4.8,3,10,2,54.4,8,2.6,19,5.5,3,7,7,4,0.62,72.7,No Risk
3552,42,Technology,DevOps Engineer,16.7,1,0.1,0,3,3,57.3,5,3.3,13,5.4,1,9,4,4,0.59,44.8,At Risk
3553,48,Healthcare,Health Admin,27.2,7,4.6,3,8,1,53.4,9,2.9,23,6.8,7,6,8,5,0.16,73.8,No Risk
3554,30,Healthcare,Radiologist,8.9,6,7.1,3,10,4,46.6,9,2.7,9,6.9,3,5,6,6,0.23,70.9,No Risk
3555,31,Technology,DevOps Engineer,10.9,4,7.3,2,9,4,53.4,7,2.4,16,5.2,6,4,9,5,0.82,77.7,No Risk
3556,39,Healthcare,Health Admin,20.0,3,3.3,1,6,5,47.9,8,0.7,16,5.9,2,8,2,7,0.38,49.1,At Risk
3557,48,Technology,Software Engineer,29.4,0,0.5,0,4,6,26.1,6,1.5,15,6.3,4,7,3,3,0.6,46.4,At Risk
3558,31,Healthcare,Medical Researcher,7.1,7,5.8,3,9,6,38.9,6,5.5,8,6.7,3,5,7,3,0.02,80.1,No Risk
3559,24,Technology,DevOps Engineer,0.0,7,5.9,3,9,10,46.7,11,4.4,15,6.4,4,8,7,6,0.57,76.8,At Risk
3560,40,Finance,Financial Analyst,14.9,2,1.8,1,5,6,40.8,8,2.9,12,6.5,5,5,5,4,0.18,67.7,No Risk
3561,41,Finance,Risk Manager,15.0,1,0.7,0,5,3,43.0,6,2.8,16,4.0,3,5,5,4,0.58,54.5,No Risk
3562,35,Legal,Contract Specialist,14.8,5,5.5,2,8,3,27.6,10,1.4,9,6.8,4,2,7,3,0.85,71.0,No Risk
3563,31,Technology,Software Engineer,10.1,6,4.8,3,7,6,55.2,14,4.2,15,6.7,2,5,5,4,0.18,79.0,No Risk
3564,43,Finance,Financial Analyst,19.8,5,3.9,2,7,3,46.6,13,2.1,10,8.1,5,3,5,3,0.83,83.8,No Risk
3565,39,Finance,Financial Analyst,16.4,0,0.9,0,4,7,53.7,15,2.8,15,7.7,1,7,1,3,0.79,61.7,At Risk
3566,29,Education,Teacher,9.9,4,2.0,1,7,5,45.7,8,2.5,9,6.5,4,6,3,4,0.09,68.0,No Risk
3567,35,Healthcare,Physician,11.7,3,0.5,0,5,6,45.6,9,1.7,12,5.8,5,6,3,3,0.31,46.0,No Risk
3568,24,Education,Teacher,1.3,8,5.0,3,10,5,40.2,10,5.4,12,7.2,4,3,8,3,0.22,90.4,No Risk
3569,40,Education,Researcher,20.1,4,2.1,1,4,6,35.9,7,3.0,7,5.5,6,5,3,2,0.54,66.3,No Risk
3570,33,Legal,Paralegal,13.0,4,3.1,2,9,3,48.1,9,4.2,9,5.1,1,8,5,3,0.61,68.1,No Risk
3571,32,Finance,Accountant,10.4,3,1.3,0,5,6,44.0,7,3.3,14,7.0,4,7,4,3,0.58,59.6,No Risk
3572,35,Healthcare,Radiologist,10.7,0,0.9,0,5,5,30.9,7,1.9,13,7.0,1,2,6,4,0.31,55.8,No Risk
3573,35,Legal,Contract Specialist,7.8,4,5.9,2,7,6,54.5,4,5.1,16,5.5,2,7,7,4,0.54,70.1,No Risk
3574,42,Creative,Video Producer,16.1,7,4.7,3,9,5,48.9,7,2.5,7,4.5,4,5,8,6,0.23,65.9,No Risk
3575,40,Legal,Contract Specialist,17.1,4,1.6,1,6,2,41.5,2,2.9,14,8.0,2,5,3,2,0.77,58.9,No Risk
3576,34,Finance,Risk Manager,9.9,7,3.3,2,4,3,40.0,5,2.3,16,6.8,1,8,4,4,0.63,58.9,At Risk
3577,41,Technology,Product Manager,15.8,5,3.6,2,6,3,53.1,14,2.5,15,5.2,2,8,4,5,0.67,63.9,At Risk
3578,38,Healthcare,Physician,12.5,7,4.7,3,8,5,42.9,11,3.4,13,6.4,3,6,8,5,0.06,64.4,No Risk
3579,32,Education,Professor,9.1,4,3.5,2,9,4,48.9,16,1.1,12,6.6,6,4,7,3,0.46,78.3,No Risk
3580,34,Healthcare,Medical Researcher,11.1,1,0.8,0,5,4,42.7,7,1.8,5,5.6,2,6,5,2,0.24,48.5,No Risk
3581,34,Healthcare,Radiologist,13.7,7,3.0,2,6,2,42.8,11,2.8,10,5.3,0,3,8,3,0.2,66.1,No Risk
3582,39,Legal,Legal Analyst,21.2,6,5.6,3,7,4,38.1,9,4.8,7,6.5,3,5,6,2,0.5,72.5,No Risk
3583,32,Finance,Accountant,12.5,8,6.7,3,7,1,58.9,11,2.2,14,6.4,0,6,6,6,0.55,63.9,No Risk
3584,32,Legal,Contract Specialist,10.3,5,3.2,2,10,6,39.0,4,4.7,15,7.6,2,8,8,1,0.6,85.1,No Risk
3585,51,Finance,Risk Manager,31.9,6,5.7,3,10,1,41.6,8,2.7,19,5.9,2,4,6,6,0.67,75.3,No Risk
3586,43,Finance,Risk Manager,20.6,1,0.4,0,5,4,54.7,11,3.0,8,6.2,2,6,7,2,0.64,65.1,No Risk
3587,29,Finance,Financial Analyst,6.0,4,3.9,2,10,3,46.2,11,4.5,12,7.9,6,3,8,5,0.37,96.7,No Risk
3588,40,Education,Academic Advisor,16.5,7,4.1,2,10,3,49.6,14,4.1,14,5.0,1,7,1,5,0.05,68.8,At Risk
3589,36,Technology,Software Engineer,12.5,4,1.8,1,4,4,57.6,5,3.3,12,6.4,1,7,5,4,0.65,47.7,No Risk
3590,38,Technology,QA Engineer,18.6,6,5.7,3,9,3,60.4,3,4.2,10,6.8,2,5,6,5,0.4,68.7,No Risk
3591,36,Creative,Video Producer,16.7,2,1.6,1,8,2,41.1,7,1.1,12,8.0,2,2,5,2,0.3,76.6,No Risk
3592,45,Technology,DevOps Engineer,25.3,3,5.0,1,1,4,54.7,9,4.3,10,7.5,1,6,4,3,0.53,62.6,No Risk
3593,38,Healthcare,Radiologist,13.7,1,0.3,0,3,5,31.2,6,1.9,12,6.2,5,2,4,2,0.19,58.9,No Risk
3594,35,Healthcare,Nurse,11.4,2,1.7,1,8,5,31.4,13,1.9,11,7.5,4,3,7,3,0.14,68.9,No Risk
3595,43,Healthcare,Physician,21.2,6,3.1,2,7,1,47.4,9,3.8,18,7.7,1,5,4,4,0.4,72.7,No Risk
3596,37,Healthcare,Physician,13.5,2,2.8,1,7,4,44.8,12,0.9,15,6.1,7,7,7,7,0.11,54.9,At Risk
3597,36,Technology,DevOps Engineer,13.2,4,2.2,1,2,1,50.7,7,3.2,14,7.2,2,5,3,6,0.38,45.5,No Risk
3598,38,Healthcare,Physician,17.0,7,6.9,3,10,3,52.8,6,5.9,10,7.2,3,5,9,4,0.6,88.1,No Risk
3599,34,Finance,Financial Analyst,10.2,0,0.8,0,3,5,49.5,12,3.7,13,4.4,1,8,5,2,0.39,50.6,No Risk
3600,35,Education,Academic Advisor,12.9,8,4.8,3,10,5,61.3,4,3.5,12,6.0,1,10,6,6,0.35,47.1,At Risk
3601,30,Technology,QA Engineer,9.5,2,2.9,1,4,6,61.2,8,4.6,23,6.0,2,8,3,5,0.52,67.4,At Risk
3602,29,Healthcare,Health Admin,8.0,2,1.8,1,9,3,52.5,10,3.2,14,7.5,2,6,4,3,0.34,81.0,No Risk
3603,27,Technology,Product Manager,7.2,3,1.8,1,6,5,45.3,9,4.7,12,6.0,3,4,5,2,0.67,78.9,No Risk
3604,24,Technology,Software Engineer,0.0,5,3.0,2,8,10,45.4,6,1.9,14,5.7,3,6,5,4,0.69,67.3,At Risk
3605,28,Technology,QA Engineer,3.1,6,4.7,3,10,4,48.4,5,5.3,15,7.7,2,7,6,4,0.7,79.2,No Risk
3606,34,Technology,Software Engineer,7.5,7,4.7,3,8,5,43.9,10,4.5,9,4.7,1,8,6,4,0.72,59.8,At Risk
3607,36,Legal,Lawyer,14.6,5,1.8,1,6,5,52.9,12,2.8,9,6.1,3,6,3,4,0.78,72.0,No Risk
3608,33,Finance,Portfolio Manager,10.3,5,3.4,2,7,4,55.3,6,3.1,13,6.0,3,7,5,2,0.6,66.7,No Risk
3609,22,Creative,Copywriter,0.2,6,3.7,2,7,10,41.9,12,0.9,11,5.6,2,8,6,4,0.38,61.7,At Risk
3610,48,Creative,Copywriter,23.0,7,4.7,3,10,1,47.2,11,4.0,12,7.4,4,7,6,4,0.71,78.6,No Risk
3611,44,Healthcare,Health Admin,21.5,6,5.3,3,9,4,34.3,10,4.8,15,7.1,4,1,10,3,0.28,100.0,No Risk
3612,39,Technology,Product Manager,17.2,4,3.1,2,10,3,46.3,17,0.7,16,6.4,6,4,4,8,0.32,61.6,No Risk
3613,50,Finance,Financial Analyst,25.9,4,5.1,2,10,4,47.3,11,4.0,20,7.5,1,6,7,5,0.44,69.2,No Risk
3614,27,Education,Researcher,4.0,5,1.5,1,6,5,36.6,11,2.7,9,8.5,3,5,6,4,0.26,73.0,No Risk
3615,50,Finance,Financial Analyst,27.0,6,6.4,3,7,4,44.3,7,3.8,9,4.9,5,4,8,4,0.35,67.2,No Risk
3616,27,Technology,Software Engineer,3.1,6,5.1,3,9,7,39.3,7,4.2,17,4.6,5,6,8,5,0.73,63.6,No Risk
3617,37,Healthcare,Medical Researcher,15.1,9,5.5,3,10,4,35.9,8,5.9,7,7.8,0,3,9,4,0.13,86.0,No Risk
3618,25,Legal,Lawyer,0.0,6,3.3,2,6,10,58.9,13,2.8,10,6.5,3,6,2,6,0.73,58.7,At Risk
3619,35,Education,Researcher,11.0,4,3.2,2,10,3,34.4,4,3.9,12,6.8,7,8,7,3,0.6,82.1,No Risk
3620,38,Technology,Software Engineer,16.3,5,5.4,2,9,6,47.9,7,3.2,14,5.5,3,8,4,4,0.63,68.8,At Risk
3621,34,Education,Academic Advisor,10.0,5,3.5,2,6,3,54.8,12,1.7,14,5.7,1,8,4,6,0.6,64.8,At Risk
3622,41,Technology,QA Engineer,18.7,2,2.0,1,5,3,56.9,6,2.4,14,5.2,2,7,5,5,0.84,43.7,No Risk
3623,36,Technology,Product Manager,16.1,8,7.9,3,9,3,40.0,9,3.3,16,5.2,2,4,9,5,0.67,77.3,No Risk
3624,31,Legal,Legal Analyst,6.0,2,0.3,0,2,5,54.2,9,3.0,12,7.1,3,7,4,3,0.46,62.0,No Risk
3625,30,Technology,DevOps Engineer,9.2,1,0.1,0,2,3,45.3,14,4.9,20,4.8,3,5,5,3,0.81,59.4,No Risk
3626,41,Technology,QA Engineer,16.7,8,5.2,3,9,2,53.1,10,2.5,13,6.5,5,7,3,4,0.52,70.2,No Risk
3627,30,Technology,Data Scientist,4.4,9,5.1,3,9,1,62.6,8,4.5,16,6.2,2,6,7,6,0.51,79.4,No Risk
3628,42,Legal,Paralegal,19.3,4,4.2,2,10,2,51.9,3,5.2,7,6.3,4,3,9,2,0.45,92.9,No Risk
3629,45,Education,Researcher,23.7,4,5.5,2,9,3,39.6,15,3.3,12,6.2,4,5,2,4,0.21,85.3,No Risk
3630,22,Healthcare,Radiologist,0.2,7,4.8,3,10,10,32.1,6,5.4,11,5.5,4,5,7,2,0.45,86.4,No Risk
3631,44,Education,Academic Advisor,21.9,4,2.5,1,7,5,50.6,5,3.5,18,6.3,3,7,4,3,0.28,63.8,No Risk
3632,51,Technology,DevOps Engineer,28.0,0,0.5,0,2,5,47.3,9,2.6,19,6.5,2,8,1,5,0.36,54.6,At Risk
3633,37,Finance,Accountant,18.2,6,5.7,3,10,7,42.1,14,4.7,13,5.9,3,8,7,5,0.82,71.7,At Risk
3634,40,Finance,Financial Analyst,18.6,6,4.6,3,9,1,50.0,11,2.3,15,6.3,3,6,6,6,0.75,62.6,No Risk
3635,43,Technology,Product Manager,20.8,5,3.6,2,7,4,36.2,11,4.4,15,6.5,3,8,7,5,0.79,64.5,No Risk
3636,33,Healthcare,Medical Researcher,7.8,3,0.1,0,5,8,46.9,11,3.2,9,4.6,3,4,6,1,0.23,57.4,No Risk
3637,36,Creative,Video Producer,10.2,7,5.2,3,10,3,37.8,6,5.8,13,8.4,2,4,6,4,0.18,80.0,No Risk
3638,24,Technology,DevOps Engineer,0.7,7,3.1,2,7,7,56.7,12,2.1,18,6.3,7,9,5,4,0.72,65.6,At Risk
3639,36,Finance,Financial Analyst,15.0,0,2.6,0,1,6,60.8,11,1.8,13,4.7,3,6,3,5,0.62,43.4,At Risk
3640,39,Technology,DevOps Engineer,18.3,2,0.6,0,5,4,46.3,9,2.9,15,6.5,2,7,3,2,0.81,54.7,No Risk
3641,39,Technology,Product Manager,14.2,7,5.1,3,10,5,51.6,19,1.6,17,6.4,3,6,6,5,0.59,66.2,No Risk
3642,44,Creative,Art Director,23.0,1,2.9,0,3,6,48.7,11,1.5,12,6.5,1,6,3,6,0.35,39.3,At Risk
3643,29,Finance,Portfolio Manager,5.8,2,2.1,1,5,5,47.7,13,4.5,13,7.0,1,6,6,4,0.88,67.8,No Risk
3644,31,Finance,Accountant,8.8,4,3.9,2,5,6,38.2,5,4.2,13,7.1,2,7,8,2,0.58,64.0,No Risk
3645,50,Education,Professor,28.8,0,0.0,0,5,4,55.3,17,2.5,15,6.2,2,7,3,4,0.39,58.4,At Risk
3646,34,Technology,Product Manager,13.8,3,2.5,1,10,5,49.1,10,1.3,16,6.1,2,4,6,4,0.37,75.1,No Risk
3647,37,Healthcare,Nurse,15.2,4,1.6,1,9,5,50.0,10,2.7,10,6.3,3,6,5,2,0.29,73.3,No Risk
3648,34,Finance,Risk Manager,8.8,2,2.7,1,7,4,53.6,8,4.4,16,6.9,4,5,6,2,0.69,78.6,No Risk
3649,28,Healthcare,Medical Researcher,3.5,8,6.2,3,9,7,56.2,6,5.0,9,8.2,0,7,7,4,0.16,78.6,No Risk
3650,48,Creative,Brand Strategist,22.8,4,3.3,2,9,4,56.9,12,4.0,5,6.9,0,7,6,4,0.28,67.2,No Risk
3651,31,Education,Researcher,10.9,3,3.2,1,5,5,49.1,7,5.6,7,7.4,6,2,6,2,0.2,80.6,No Risk
3652,26,Finance,Risk Manager,4.3,3,2.0,1,5,4,38.6,5,1.4,11,6.6,5,6,5,3,0.56,67.2,No Risk
3653,31,Legal,Legal Analyst,7.8,1,0.7,0,4,4,47.3,12,3.3,8,8.0,2,4,7,3,0.78,61.8,No Risk
3654,22,Technology,QA Engineer,1.3,0,0.4,0,7,8,43.8,9,2.9,10,5.8,2,4,7,3,0.64,66.3,No Risk
3655,30,Technology,QA Engineer,9.1,6,5.0,3,10,5,41.5,7,2.6,10,7.4,1,5,4,4,0.55,74.5,No Risk
3656,27,Technology,DevOps Engineer,3.2,1,1.9,0,4,9,55.6,8,2.3,13,4.4,1,9,2,5,0.55,43.4,At Risk
3657,40,Finance,Portfolio Manager,21.6,4,5.4,2,7,2,45.8,14,3.2,14,5.7,2,4,6,4,0.58,73.3,No Risk
3658,30,Healthcare,Nurse,7.0,7,5.0,3,10,3,50.3,12,2.3,12,5.7,1,6,4,6,0.3,65.9,At Risk
3659,42,Healthcare,Radiologist,17.8,2,2.1,1,8,3,39.7,8,4.6,6,8.0,4,1,7,1,0.16,88.5,No Risk
3660,46,Creative,Video Producer,21.5,2,1.6,1,4,5,45.1,4,3.8,10,7.2,0,5,6,2,0.44,65.3,No Risk
3661,41,Healthcare,Health Admin,19.2,7,4.8,3,10,6,55.9,5,4.4,8,5.0,1,9,9,5,0.13,65.4,At Risk
3662,33,Healthcare,Health Admin,8.5,7,5.1,3,10,4,64.9,15,1.0,6,8.1,1,5,5,3,0.26,63.0,No Risk
3663,36,Technology,Product Manager,12.8,6,4.7,3,9,4,36.8,16,3.2,14,5.9,6,7,5,5,0.69,66.9,At Risk
3664,23,Technology,Software Engineer,3.7,4,3.7,2,10,5,47.2,11,2.3,16,7.9,3,8,6,4,0.66,75.0,No Risk
3665,34,Healthcare,Physician,12.7,7,5.4,3,10,3,25.0,6,2.8,14,7.1,4,2,5,4,0.34,76.8,No Risk
3666,28,Finance,Compliance Officer,3.1,8,5.3,3,10,3,45.1,15,3.0,13,7.8,4,5,6,6,0.55,66.2,No Risk
3667,41,Legal,Paralegal,17.5,3,2.0,1,5,6,46.4,9,3.4,13,4.2,4,6,2,5,0.74,68.8,At Risk
3668,56,Technology,DevOps Engineer,31.5,4,4.2,2,9,4,48.3,11,4.8,13,6.6,2,6,5,3,0.7,79.1,No Risk
3669,39,Technology,Software Engineer,15.7,0,0.3,0,5,4,57.1,7,3.2,13,7.2,0,4,6,4,0.74,62.1,No Risk
3670,22,Finance,Compliance Officer,0.0,5,3.5,2,10,10,45.2,13,4.5,12,6.1,3,8,6,4,0.85,79.4,At Risk
3671,32,Technology,DevOps Engineer,7.9,3,1.8,1,7,5,58.0,2,2.2,14,6.7,1,8,3,3,0.66,61.6,At Risk
3672,36,Technology,Product Manager,15.1,3,2.2,1,8,2,47.5,13,2.9,13,7.4,3,5,5,4,0.87,71.8,No Risk
3673,36,Education,Researcher,12.6,0,0.5,0,3,6,39.9,8,3.4,11,6.8,2,8,4,1,0.34,59.4,No Risk
3674,29,Technology,Software Engineer,8.8,3,1.7,1,6,2,47.0,10,2.3,12,4.5,4,4,5,4,0.74,61.2,No Risk
3675,37,Healthcare,Physician,13.6,2,1.8,1,3,5,46.5,4,1.8,13,7.1,3,5,3,3,0.25,52.2,No Risk
3676,25,Finance,Compliance Officer,2.7,5,3.3,2,7,6,48.6,11,3.8,16,5.2,5,5,5,3,0.77,72.8,No Risk
3677,27,Technology,QA Engineer,1.5,3,3.4,1,4,9,39.9,9,4.1,24,6.4,3,6,4,3,0.39,60.8,No Risk
3678,40,Finance,Compliance Officer,19.3,6,5.1,3,10,2,42.8,6,4.3,21,5.8,1,7,8,5,0.56,67.0,No Risk
3679,27,Legal,Paralegal,4.9,4,3.8,2,10,4,56.1,5,3.5,13,4.0,2,8,5,6,0.57,69.4,At Risk
3680,39,Finance,Financial Analyst,17.5,5,5.2,2,9,4,55.4,13,2.1,14,4.7,0,5,7,4,0.74,59.5,No Risk
3681,24,Education,Academic Advisor,3.9,2,1.7,1,8,7,38.9,2,3.9,11,6.9,4,6,6,1,0.32,78.9,No Risk
3682,49,Technology,Product Manager,29.0,7,6.7,3,10,4,47.4,10,4.9,16,5.9,2,6,6,6,0.83,78.6,No Risk
3683,29,Education,Academic Advisor,4.2,6,3.6,2,8,6,50.1,7,3.4,12,6.8,0,5,5,5,0.16,68.2,No Risk
3684,33,Technology,Software Engineer,12.9,7,6.1,3,8,5,55.0,8,3.6,16,5.5,3,7,4,6,0.59,66.6,At Risk
3685,38,Education,Professor,16.5,0,0.1,0,1,5,45.5,10,2.9,13,5.5,6,6,3,3,0.1,45.8,No Risk
3686,30,Healthcare,Health Admin,5.5,2,1.8,1,3,7,54.7,12,0.5,12,6.0,0,6,6,3,0.23,45.2,No Risk
3687,36,Creative,UX Designer,14.8,0,0.2,0,3,5,43.4,9,2.5,10,4.9,6,4,5,2,0.63,56.1,No Risk
3688,40,Finance,Portfolio Manager,14.9,2,2.3,1,8,6,57.9,9,3.5,16,4.9,0,8,7,4,0.65,60.7,At Risk
3689,43,Technology,Data Scientist,22.4,5,3.1,2,6,3,67.4,6,3.1,15,4.0,1,7,4,5,0.49,61.0,At Risk
3690,41,Technology,Data Scientist,21.2,6,5.8,3,8,4,49.1,6,5.0,13,6.9,0,5,8,4,0.68,72.9,No Risk
3691,34,Legal,Paralegal,13.1,4,3.2,2,7,6,50.0,11,2.4,14,7.2,4,7,3,4,0.94,72.2,At Risk
3692,34,Healthcare,Medical Researcher,14.2,2,1.7,1,9,3,38.0,6,2.2,16,4.8,4,4,7,3,0.5,76.5,No Risk
3693,54,Education,Curriculum Designer,29.7,4,3.3,2,8,5,45.6,6,3.9,7,6.7,2,4,9,5,0.27,68.8,No Risk
3694,43,Technology,QA Engineer,19.2,2,1.1,0,4,5,45.4,7,5.6,19,7.8,2,7,7,3,0.77,57.6,No Risk
3695,28,Finance,Accountant,7.3,3,3.6,1,7,8,51.1,10,2.4,15,6.2,2,7,4,5,0.25,63.9,At Risk
3696,36,Technology,QA Engineer,12.1,5,4.9,2,10,4,45.4,7,2.8,13,7.3,4,2,6,3,0.48,86.6,No Risk
3697,32,Creative,Copywriter,9.7,4,3.1,2,8,5,53.0,6,2.7,4,6.5,1,5,4,2,0.23,67.4,No Risk
